"Category","Case","Title","Story Points","Priority","Assigned To","Tags","Milestone","Date Opened","Project","Opened By","Salesforce Case","Due Date","HotFix","Resolved By","Original Estimate","Current Estimate","Date Resolved","Date Closed","Subcases","Status"
"Task","26287","HondaNA","","Medium","Bill Hummel","","012 : Database Operations","05/29/13 11:03 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","0","0","08/02/13 04:09 PM","08/02/13 04:08 PM","","Closed (Completed)"
"Task","26288","Queue Processor","","Medium","Bill Hummel","","012 : Database Operations","05/29/13 11:04 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","0","0","08/02/13 04:09 PM","08/02/13 04:09 PM","26289,26290,26291,26340,","Closed (Completed)"
"Task","26289","Queue build-out -- SSSB or plain old table?","","Medium","Bill Hummel","","012 : Database Operations","05/29/13 11:04 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","0","0","08/02/13 04:09 PM","08/02/13 04:09 PM","","Closed (Completed)"
"Task","26290","Build Source X Attribute prioritization matrix","","Medium","Bill Hummel","","012 : Database Operations","05/29/13 11:05 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","0","0","08/02/13 04:09 PM","08/02/13 04:09 PM","","Closed (Completed)"
"Task","26291","Build single-VIN processor to upsert Firstlook.VehicleDescription from all sources","","Medium","Bill Hummel","","012 : Database Operations","05/29/13 11:05 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","0","0","08/02/13 04:09 PM","08/02/13 04:09 PM","","Closed (Completed)"
"Task","26292","Create table to store the transformed VDS attributes by Source/VIN","","Medium","Bill Hummel","","012 : Database Operations","05/29/13 11:08 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","0","0","08/02/13 04:09 PM","07/09/13 04:09 PM","","Closed (Completed)"
"Task","26304","Please update Datafeed for Cars.com (SiteMetrics) - filename change","","Medium","Daniel Hillis","dbo","012 : Database Operations","05/31/13 01:52 PM","012:Database Operations","Daniel Hillis","","","0","Daniel Hillis","0","0","06/07/13 07:18 PM","06/14/13 04:09 AM","","Closed (Completed)"
"Bug","26312","SF:78889, PING returning long load times and eventual server error","","Medium","Chris Fant","dbo","012 : Database Operations","05/31/13 04:02 PM","012:Database Operations","Chris Fant","78889","","0","Chris Fant","0","0","11/01/13 08:54 PM","11/01/13 08:54 PM","","Closed (Won't Fix)"
"Task","26340","Firstlook.VehicleDescriptionMaster","","Medium","Bill Hummel","","012 : Database Operations","06/03/13 07:37 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","0","0","08/02/13 04:09 PM","07/09/13 04:11 PM","","Closed (Completed)"
"Task","26342","data clean up for Insight.dbo.HendricksGroupTransfers","","Medium","Elizabeth Wimmer","","012 : Database Operations","06/03/13 09:15 PM","012:Database Operations","Elizabeth Wimmer","","","0","Elizabeth Wimmer","0","0","05/23/14 07:40 PM","05/23/14 07:40 PM","","Closed (Completed)"
"Task","26344","Update various processes to insert into the queue","","Medium","Bill Hummel","","012 : Database Operations","06/03/13 09:24 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","0","0","08/02/13 04:09 PM","08/02/13 04:09 PM","26345,26346,26779,","Closed (Completed)"
"Task","26345","DBASTAT.DMS.Interface#Process","","Medium","Bill Hummel","","012 : Database Operations","06/03/13 09:25 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","0","0","08/02/13 04:09 PM","08/02/13 04:09 PM","","Closed (Completed)"
"Task","26346","Undecode-able VINs from the DMS load process (original ADS7 VIN extractor)","","Medium","Bill Hummel","","012 : Database Operations","06/03/13 09:26 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","0","0","08/02/13 04:09 PM","08/02/13 04:09 PM","","Closed (Completed)"
"Task","26389","Create new folder for Hendricks on RptMgr","","Medium","Kris Franken","dbo","012 : Database Operations","06/07/13 02:11 PM","012:Database Operations","Elizabeth Wimmer","","","0","Kris Franken","0","0","06/10/13 02:50 PM","06/10/13 02:50 PM","","Closed (Completed)"
"Task","26410","Staging-Process.dtsx: Log ""badded"" file names to (alternate?) history table","","Medium","V-DataOps","","012 : Database Operations","06/08/13 01:57 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","0","0","09/03/14 03:22 PM","09/03/14 03:22 PM","","Closed (Completed)"
"Task","26425","HAG Reconcilliation - Hendrick BMW","","High","Juliana Kennedy","dbo","012 : Database Operations","06/10/13 08:35 PM","012:Database Operations","Juliana Kennedy","","","0","Bill Hummel","0","0","06/25/13 08:16 PM","07/01/13 04:52 PM","","Closed (Completed)"
"Task","26443","DMS Load Process: Resurrect delete threshold percentage fail-safe","","Medium","V-DataOps","dbo","012 : Database Operations","06/12/13 03:45 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","0","0","06/14/13 09:53 PM","06/14/13 09:53 PM","","Closed (Completed)"
"Task","26467","Chrome US and CA Analysis","","Medium","Elizabeth Wimmer","dbo","012 : Database Operations","06/13/13 05:59 PM","012:Database Operations","Elizabeth Wimmer","","","0","Elizabeth Wimmer","0","0","03/05/14 09:59 PM","03/05/14 09:59 PM","","Closed (Completed)"
"Task","26495","Please update view in production today (6/14)","","Medium","V-DataOps","","012 : Database Operations","06/14/13 09:47 PM","012:Database Operations","Daniel Hillis","","","0","Bill Hummel","0","0","06/14/13 10:11 PM","06/14/13 10:11 PM","","Closed (Completed)"
"Task","26507","manually push a metrics file into system","","Medium","Kris Franken","dbo","012 : Database Operations","06/17/13 06:44 PM","012:Database Operations","Chad L Sosna","","","0","Kris Franken","0","0","06/17/13 09:43 PM","06/17/13 09:43 PM","","Closed (Completed)"
"Task","26539","chg parameter in exceptiongrouptransferreport","","Medium","Elizabeth Wimmer","","012 : Database Operations","06/18/13 09:07 PM","012:Database Operations","Elizabeth Wimmer","","","0","Elizabeth Wimmer","0","0","03/05/14 09:53 PM","03/05/14 09:53 PM","","Closed (Completed)"
"Task","26551","(SF 79583) Request to Manually add a Vehicle to the GID","","Medium","V-DBO-QA","","012 : Database Operations","06/19/13 06:54 PM","012:Database Operations","Kim Schoeneck","79583","","0","Chris Fant","0","0","11/01/13 09:01 PM","11/01/13 09:01 PM","","Closed (Completed)"
"Task","26554","Autodata-Datamax-GM: Pull process on FTPSERVER does NOT pull OptionDescriptions","","Low","V-DataOps","","012 : Database Operations","06/19/13 07:33 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","0","0","10/15/13 10:44 PM","10/15/13 10:44 PM","","Closed (Completed)"
"Task","26566","insert a row on the ford autoload table","","Medium","Bill Hummel","dbo","012 : Database Operations","06/20/13 05:32 PM","012:Database Operations","Chad L Sosna","","","0","Bill Hummel","0","0","06/24/13 09:36 PM","06/24/13 09:36 PM","","Closed (Completed)"
"Task","26570","SIS: LoadDealStaging.dtsx: Modify OLE DB Sources in DFT to seek QSID properly","","Medium","Bill Hummel","","012 : Database Operations","06/20/13 07:32 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","0","0","05/20/16 07:36 PM","05/20/16 07:36 PM","","Closed (Completed)"
"Task","26591","(P) SF:79767, Adding KBB Retail Values in the GID file","","Medium","Juliana Kennedy","dbo","012 : Database Operations","06/21/13 04:00 PM","012:Database Operations","James Pluff","79767","","0","Juliana Kennedy","1","1","10/03/13 06:25 PM","02/09/15 06:13 PM","","Closed (Completed)"
"Task","26612","(I) Optimize query retrieving blackbook residual values","","Medium","V-DataOps","dbo","012 : Database Operations","06/24/13 04:29 PM","012:Database Operations","Jen Domonkos","","","0","Bill Hummel","1","1","08/01/13 03:43 PM","08/01/13 03:43 PM","","Closed (Completed)"
"Task","26616","Market Listing Loader deadlocks","","Medium","Bill Hummel","dbo","012 : Database Operations","06/24/13 08:01 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","4","4","07/11/13 04:44 PM","07/11/13 04:45 PM","26673,","Closed (Completed)"
"Task","26630","CarSoup Market Listing Provider","","Medium","Brad Fultz","dbo","012 : Database Operations","06/25/13 08:07 PM","012:Database Operations","Bill Hummel","","","0","Brad Fultz","4","4","10/25/13 06:50 PM","10/25/13 06:50 PM","","Closed (Completed)"
"Task","26639","SF:79970, 2013 Lotus Vehicles to be Added Manually to GID file","","Medium","James Pluff","dbo","012 : Database Operations","06/26/13 03:18 PM","012:Database Operations","James Pluff","79970","","0","Chris Fant","0","0","08/05/13 04:54 PM","08/05/13 04:54 PM","","Closed (Completed)"
"Project","26655","External Reporting Portal","","Ground Level","Michael Leddon","","012 : Database Operations","06/27/13 04:01 PM","012:Database Operations","Michael Leddon","","","0","Bill Hummel","0","0","06/16/15 06:41 PM","06/16/15 06:41 PM","","Closed (Completed)"
"Project","26657","Gross Monthly Sales File Audit Automation","","Medium","Michael Leddon","","012 : Database Operations","06/27/13 04:14 PM","012:Database Operations","Michael Leddon","","","0","Bill Hummel","0","0","05/28/15 07:00 PM","05/28/15 07:00 PM","","Closed (Completed)"
"Project","26660","Hendrick Group Transfers Report","","Medium","Michael Leddon","","012 : Database Operations","06/27/13 04:40 PM","012:Database Operations","Michael Leddon","","","0","Elizabeth Wimmer","0","0","04/11/14 09:26 PM","04/11/14 09:26 PM","","Closed (Completed)"
"Project","26662","Gross Profit YTD Analysis & Audit","","Medium","Michael Leddon","","012 : Database Operations","06/27/13 04:44 PM","012:Database Operations","Michael Leddon","","","0","Bill Hummel","0","0","06/01/15 08:27 PM","06/01/15 08:27 PM","33405,","Closed (Completed)"
"Task","26665","alter LutherAgeInDays Rpt","","Medium","Elizabeth Wimmer","","012 : Database Operations","06/27/13 05:49 PM","012:Database Operations","Elizabeth Wimmer","","","0","Elizabeth Wimmer","0","0","03/05/14 10:11 PM","03/05/14 10:11 PM","","Closed (Completed)"
"Task","26673","PING Aggregation Optimizations","","Medium","Bill Hummel","","012 : Database Operations","06/28/13 03:40 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","3","3","07/11/13 04:45 PM","07/11/13 04:45 PM","","Closed (Completed)"
"Task","26674","SIS Sales Extract:  Map SIS.Source.SoldVehicle.WHSL_FLAG to DBASTAT.dbo.Dataload_Raw_History.Disposition (Sales Interface)","","High","Bill Hummel","DBOPRIORITY","012 : Database Operations","06/28/13 03:57 PM","012:Database Operations","Juliana Kennedy","","","0","Bill Hummel","0","0","09/24/13 09:17 PM","09/24/13 09:17 PM","","Closed (Completed)"
"Project","26695","AULTec Export Reconciliation Process","","Medium","Michael Leddon","","012 : Database Operations","07/01/13 07:40 PM","012:Database Operations","Michael Leddon","","","0","Michael Leddon","0","0","10/08/14 03:03 PM","10/08/14 03:03 PM","","Closed (Completed)"
"Task","26697","Internal Dealer.com Export","","Medium","Bill Hummel","MISSION27","012 : Database Operations","07/01/13 07:46 PM","012:Database Operations","Michael Leddon","","","0","Bill Hummel","0","0","03/05/15 08:32 PM","03/05/15 08:32 PM","","Closed (Completed)"
"Task","26698","Internal Cobalt Export","","Medium","Bill Hummel","","012 : Database Operations","07/01/13 07:47 PM","012:Database Operations","Michael Leddon","","","0","Bill Hummel","0","0","04/23/15 07:40 PM","04/23/15 07:40 PM","","Closed (Completed)"
"Task","26705","(P) SF:80146, Request to Add Store_Number as a GID Field ","","Medium","Bill Hummel","dbo","012 : Database Operations","07/01/13 08:26 PM","012:Database Operations","James Pluff","80146","","0","Bill Hummel","0","0","08/12/13 08:23 PM","08/12/13 08:23 PM","","Closed (Completed)"
"Task","26706","NADA Data load api changes","","Medium","Jen Domonkos","dbo","012 : Database Operations","07/01/13 08:53 PM","012:Database Operations","Jen Domonkos","","","0","Brad Fultz","0","0","12/02/13 05:29 PM","06/01/15 07:39 PM","","Closed (Verified)"
"Inquiry","26731","SF:80232, AULtecPricing.txt Not Updating Pricing in IMT","","Medium","James Pluff","dbo","012 : Database Operations","07/03/13 04:04 PM","012:Database Operations","James Pluff","80232","","0","James Pluff","0","0","07/08/13 03:25 PM","07/08/13 03:25 PM","","Closed (By Design)"
"Task","26779","Staging.Autodata ","","Medium","Bill Hummel","","012 : Database Operations","07/09/13 04:35 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","0","0","08/02/13 04:09 PM","07/09/13 04:36 PM","","Closed (Completed)"
"Task","26789","Build tables and loader for photo audit data","","Medium","Brad Fultz","","012 : Database Operations","07/09/13 09:22 PM","012:Database Operations","Bill Hummel","","","0","Brad Fultz","0","0","07/16/13 09:16 PM","07/16/13 09:16 PM","","Closed (Completed)"
"Task","26790","Create datasource and datafeed AULtec-PhotoMetrics","","Medium","Bill Hummel","","012 : Database Operations","07/09/13 09:24 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","1","1","07/16/13 09:09 PM","07/16/13 09:09 PM","","Closed (Completed)"
"Task","26840","Update embedded email addresses in OVE-Hendrick export","","Low","V-DataOps","","012 : Database Operations","07/15/13 04:30 PM","012:Database Operations","ITO","","","0","Bill Hummel","1","1","07/23/15 04:56 PM","07/23/15 04:56 PM","","Closed (Completed)"
"Task","26842","SPOC: Add email auditing for datafeed changes","","Low","V-DataOps","","012 : Database Operations","07/15/13 09:19 PM","012:Database Operations","ITO","","","0","Bill Hummel","0","0","06/12/15 03:33 PM","06/12/15 03:33 PM","","Closed (Completed)"
"Task","26847","FLDW: InventoryBookoutSelectedOption_F MERGE load blocks InventoryBookoutSelectedOption_F#Update","","Medium","V-DBO-QA","","012 : Database Operations","07/16/13 03:45 PM","012:Database Operations","Bill Hummel","","","0","Michael Leddon","4","4","09/25/13 05:58 PM","11/01/13 04:06 PM","","Closed (Completed)"
"Task","26851","Request to Manually Add Vehicle to GID (1971 Chevy Impala)","","Medium","Bill Hummel","","012 : Database Operations","07/16/13 04:26 PM","012:Database Operations","Kim Schoeneck","","","0","Ben Piskor","0","0","10/23/13 09:23 PM","10/23/13 09:25 PM","","Closed (Completed)"
"Task","26852","DMS-Loader: DBASTAT.dbo.Dataload_PostLoadUpdates blocks IMT.dbo.tbl_Vehicle...","","Medium","Brad Fultz","dbo","012 : Database Operations","07/16/13 04:27 PM","012:Database Operations","Bill Hummel","","","0","Brad Fultz","2","2","09/24/13 06:08 PM","09/24/13 06:08 PM","","Closed (Completed)"
"Task","26887","FW: Kelley Blue Book Regional Adjustments","","Low","Juliana Kennedy","","012 : Database Operations","07/17/13 08:42 PM","012:Database Operations","ITO","","","0","Bill Hummel","0","0","12/18/13 09:16 PM","12/18/13 09:16 PM","","Closed (Completed)"
"Task","26981","Migrate reports from proddb03sql to new reports server","","Medium","Michael Leddon","","012 : Database Operations","07/23/13 01:53 PM","012:Database Operations","Zac Brown","","","0","Bill Hummel","0","0","04/23/15 08:39 PM","06/01/15 08:59 PM","","Closed (Completed)"
"Project","26982","Decomission proddb03sql","","Medium","Zac Brown","","012 : Database Operations","07/23/13 01:54 PM","012:Database Operations","Zac Brown","","","0","Bill Hummel","0","0","06/01/15 08:58 PM","06/01/15 08:59 PM","26979,26980,26981,32122,32653,","Closed (Completed)"
"Task","26990","(I) Restore vehicleUC_New.dbo.stateCodes and run script after August data updates","","Medium","V-DataOps","dbo","012 : Database Operations","07/23/13 09:14 PM","012:Database Operations","Jen Domonkos","","","0","Bill Hummel","0","0","08/01/13 03:32 PM","08/01/13 03:32 PM","","Closed (Completed)"
"Bug","26997","SF:80884, Certified BMW C-CLASS units not pinging as certified","","High","Chris Fant","","012 : Database Operations","07/24/13 03:51 PM","012:Database Operations","Chris Fant","80884","","0","Bill Hummel","0","0","07/26/13 04:33 PM","07/26/13 06:59 PM","","Closed (Fixed)"
"Task","27000","(O) DBASTAT.dbo.Dataload_Raw_History.Audit_ID:  Closing in on MAXINT","","Medium","V-DataOps","dbo","012 : Database Operations","07/24/13 04:28 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","4","4","01/08/14 12:06 AM","01/08/14 12:06 AM","","Closed (Completed)"
"Task","27005","Factory Accessory Codes and Descriptions","","Medium","Juliana Kennedy","dbo","012 : Database Operations","07/24/13 06:30 PM","012:Database Operations","Juliana Kennedy","80934","","0","Juliana Kennedy","0","0","11/13/13 09:22 PM","02/09/15 06:13 PM","","Closed (Completed)"
"Task","27007","Timeout errors from bookout processor","","Medium","V-DataOps","","012 : Database Operations","07/24/13 09:41 PM","012:Database Operations","Jen Domonkos","","","0","Bill Hummel","0","0","09/03/14 03:24 PM","09/03/14 03:24 PM","","Closed (Completed)"
"Task","27008","IMT.dbo.tbl_Vehicle: Something is inserting lower-cased VINs","","Medium","V-DataOps","","012 : Database Operations","07/24/13 10:29 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","0","0","06/01/15 05:07 PM","06/01/15 05:07 PM","","Closed (Completed)"
"Project","27010","Basic Inbound Data Reconciliation Report V1","","Medium","Michael Leddon","dbo","012 : Database Operations","07/25/13 03:20 AM","012:Database Operations","Michael Leddon","","","0","Bill Hummel","0","0","06/02/15 08:10 PM","06/02/15 08:10 PM","","Closed (Completed)"
"Task","27011","Export Reconciliation Report","","Medium","V-DBO-QA","","012 : Database Operations","07/25/13 05:40 AM","012:Database Operations","Michael Leddon","","","0","Joy Wilson","0","0","07/30/13 08:09 PM","11/01/13 04:06 PM","","Closed (Completed)"
"Feature","27012","Days in Recon Tracking capabilities","","Medium","T. Di Salvio","HAGTRACKER","012 : Database Operations","07/25/13 02:40 PM","012:Database Operations","T. Di Salvio","","","0","Bill Hummel","0","0","06/18/15 10:03 PM","06/18/15 10:03 PM","","Closed (Implemented)"
"Project","27014","Hendrick Move it to the Left Contest Tracking (MITTL)","","Medium","T. Di Salvio","","012 : Database Operations","07/25/13 02:45 PM","012:Database Operations","T. Di Salvio","","","0","Elizabeth Wimmer","0","0","03/05/14 10:13 PM","03/05/14 10:13 PM","","Closed (Completed)"
"Project","27016","Automate Group RIPA","","Medium","T. Di Salvio","HAGTRACKER","012 : Database Operations","07/25/13 02:57 PM","012:Database Operations","T. Di Salvio","","","0","Bill Hummel","0","0","06/17/15 10:22 PM","06/17/15 10:22 PM","","Closed (Completed)"
"Bug","27040","SF:81047, Sales Margin Report Inaccurate","","Medium","Chris Fant","dbo","012 : Database Operations","07/26/13 05:15 PM","012:Database Operations","Chris Fant","81047","","0","Brad Fultz","0","0","08/15/14 08:36 PM","10/20/14 09:38 PM","","Closed (Fixed)"
"Task","27044","Need a weekly aggregate for the photo metric data","","Medium","V-DBO-QA","NOVEMBER1RESOLVEDCLOSURES","012 : Database Operations","07/26/13 05:55 PM","012:Database Operations","Devaraj Sundaram","","","0","Bill Hummel","0","0","07/30/13 07:28 PM","11/01/13 04:06 PM","","Closed (Completed)"
"Task","27045","SF 81002: Bob Ridings Taylorville - Request to Remove 2 Units from the GID","","Medium","Bill Hummel","","012 : Database Operations","07/26/13 08:02 PM","012:Database Operations","Kim Schoeneck","81002","","0","Bill Hummel","0","0","07/26/13 09:19 PM","07/26/13 09:19 PM","","Closed (Completed)"
"Task","27057","SF 81212- Request to Have the GID File Reference Merchandising for Dealer","","Medium","Bill Hummel","","012 : Database Operations","07/29/13 04:58 PM","012:Database Operations","James Pluff","81212","","0","Bill Hummel","0","0","07/29/13 08:17 PM","07/29/13 08:17 PM","","Closed (Completed)"
"Task","27063","SF:81170, 2 sold units appearing on Dealer Website - 075BA/A799A","","Medium","V-DataOps","dbo","012 : Database Operations","07/29/13 08:53 PM","012:Database Operations","Chris Fant","81170","","0","Bill Hummel","0","0","07/29/13 09:21 PM","07/29/13 09:21 PM","","Closed (Completed)"
"Task","27076","Market.Merchandising.VehicleAdvertisement_Audit joins in Reports DB scan instead of seek","","Medium","V-DataOps","","012 : Database Operations","07/30/13 11:35 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","0","0","01/19/15 09:58 PM","01/19/15 09:58 PM","","Closed (Completed)"
"Task","27080","Luther Extract","","Medium","Brad Fultz","","012 : Database Operations","07/31/13 04:19 PM","012:Database Operations","Michael Leddon","","","0","Brad Fultz","0","0","11/05/13 05:11 PM","11/05/13 05:11 PM","","Closed (Completed)"
"Bug","27086","SF:81260, New Car Trim Not Being Selected From DMS to MAX","","Medium","V-DataOps","dbo","012 : Database Operations","07/31/13 04:58 PM","012:Database Operations","Chris Fant","81260","","0","Bill Hummel","0","0","07/23/15 05:05 PM","07/23/15 05:05 PM","","Closed (Fixed)"
"Task","27098","Modify the photo usage report to include the type","","Medium","Brad Fultz","dbo","012 : Database Operations","08/01/13 04:38 PM","012:Database Operations","Devaraj Sundaram","","","0","Brad Fultz","0","0","08/05/13 08:32 PM","08/05/13 08:32 PM","","Closed (Completed)"
"Task","27099","Automate the photos usage data integration with SFDC","","Medium","V-DBO-QA","","012 : Database Operations","08/01/13 08:16 PM","012:Database Operations","Devaraj Sundaram","","","0","Juliana Kennedy","0","0","08/07/13 10:47 PM","11/01/13 04:06 PM","","Closed (Completed)"
"Bug","27100","SF:81296, Incorrect Make/Model Details - D1973B","","Medium","Chris Fant","dbo","012 : Database Operations","08/01/13 08:20 PM","012:Database Operations","Chris Fant","81296","","0","Bill Hummel","0","0","10/10/13 10:20 PM","10/17/13 03:00 PM","","Closed (Fixed)"
"Task","27104","Penske Custom Report - Landers CJDR - Trades Analyzed by User","","Medium","V-DBO-Backlog","orphaned","012 : Database Operations","08/01/13 09:47 PM","012:Database Operations","T. Di Salvio","","","0","Bill Hummel","0","0","04/23/15 07:39 PM","04/23/15 07:39 PM","","Closed (Completed)"
"Bug","27108","SF:81422, JD Power Not Pulling Data","","Medium","Chris Fant","dbo-team","012 : Database Operations","08/02/13 04:32 PM","012:Database Operations","Chris Fant","81422","","0","Bill Hummel","0","0","08/13/13 07:47 PM","08/13/13 07:48 PM","","Closed (Fixed)"
"Task","27146","HAL.dbo.Appraisal_A1 loader blocks dozens of SPIDs every morning...","","Medium","Bill Hummel","dbo","012 : Database Operations","08/07/13 02:42 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","2","2","11/12/13 04:42 PM","11/12/13 04:42 PM","","Closed (Completed)"
"Task","27152","Move Manheim-Auction data load process to PRODAUX03 and monitor it","","Medium","V-DataOps","dbo","012 : Database Operations","08/07/13 05:59 PM","012:Database Operations","Jen Domonkos","","","0","Bill Hummel","0","0","04/23/15 07:48 PM","04/23/15 07:48 PM","","Closed (Completed)"
"Feature","27179","Hendrick Auction vs. Acquired Report","","Medium","Joy Wilson","HAGTRACKER","012 : Database Operations","08/08/13 07:25 PM","012:Database Operations","Joy Wilson","","","0","Bill Hummel","0","0","06/02/15 01:31 PM","06/02/15 01:31 PM","","Closed (Implemented)"
"Bug","27207","SF:81708, New Car Stock Photos - Chrome","","Medium","Chris Fant","dbo","012 : Database Operations","08/09/13 08:45 PM","012:Database Operations","Chris Fant","81708","","0","Michael Leddon","0","0","09/24/13 07:12 PM","09/25/13 02:37 PM","","Closed (Fixed)"
"Task","27236","Import the Windows Sticker and Buyers Guide Usage data into SFDC","","Medium","Elizabeth Wimmer","","012 : Database Operations","08/14/13 01:18 PM","012:Database Operations","Devaraj Sundaram","","","0","Elizabeth Wimmer","0","0","03/05/14 10:12 PM","03/05/14 10:12 PM","","Closed (Completed)"
"Task","27239","Flatten the WS and BG usage metrics table for SFDC import","","Medium","V-DBO-QA","","012 : Database Operations","08/14/13 03:13 PM","012:Database Operations","Devaraj Sundaram","","","0","Brad Fultz","0","0","08/19/13 09:13 PM","11/01/13 04:06 PM","","Closed (Completed)"
"Task","27242","Herbie: Remove Seller City and Zip from Vehicle Key","","Medium","Bill Hummel","","012 : Database Operations","08/14/13 03:35 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","2","2","08/14/13 07:47 PM","08/14/13 07:47 PM","","Closed (Completed)"
"Task","27262","SF:81878, Export DMS Provided Option Codes to the GID File for New Inventory","","Medium","Bill Hummel","dbo","012 : Database Operations","08/15/13 03:12 PM","012:Database Operations","James Pluff","81878","","0","Bill Hummel","0","0","08/30/13 07:25 PM","08/30/13 07:25 PM","","Closed (Completed)"
"Project","27263","Style Id Match Research","","High","Michael Leddon","","012 : Database Operations","08/15/13 05:33 PM","012:Database Operations","Michael Leddon","","","0","Michael Leddon","0","0","09/24/13 07:11 PM","09/24/13 07:11 PM","","Closed (Completed)"
"Task","27264","Investigate missing archived bookouts","","Medium","V-DataOps","","012 : Database Operations","08/15/13 07:51 PM","012:Database Operations","Jen Domonkos","","","0","Bill Hummel","0","0","01/15/15 09:41 PM","01/15/15 09:41 PM","","Closed (Completed)"
"Task","27300","16.1 Release Prep","","Medium","Bill Hummel","dbo","012 : Database Operations","08/19/13 07:02 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","2","2","08/21/13 05:50 PM","08/21/13 05:50 PM","","Closed (Completed)"
"Task","27302","VinSolutions - Create new loader(s) to process a single file","","Medium","Juliana Kennedy","dbo","012 : Database Operations","08/19/13 07:24 PM","012:Database Operations","Juliana Kennedy","","","0","Juliana Kennedy","0","0","10/03/13 06:31 PM","10/03/13 06:31 PM","","Closed (Won't Complete)"
"Task","27305","Ryan Auto Mall - No data for OVE and Openlane","","Medium","Bill Hummel","","012 : Database Operations","08/20/13 02:23 PM","012:Database Operations","Bill Rogalla","","","0","Bill Hummel","0","0","08/20/13 06:01 PM","08/20/13 06:01 PM","","Closed (Completed)"
"Task","27321","TradeOrPurchase unknown - research","","Medium","Brad Fultz","dbo","012 : Database Operations","08/21/13 06:30 PM","012:Database Operations","Jen Domonkos","","","0","Jen Domonkos","0","0","09/19/13 06:39 PM","09/19/13 06:39 PM","","Closed (Completed)"
"Task","27333","Export discount price fields in GID","","Medium","V-DBO-QA","","012 : Database Operations","08/22/13 08:11 PM","012:Database Operations","Devaraj Sundaram","","","0","Bill Hummel","0","0","09/24/13 04:09 PM","11/01/13 04:06 PM","","Closed (Completed)"
"Task","27364","Database work to import MAX usage stats into SF","","Medium","Michelle Clay","dbo","012 : Database Operations","08/26/13 07:48 PM","012:Database Operations","Devaraj Sundaram","","","0","Michelle Clay","0","0","08/12/14 04:42 PM","08/12/14 04:42 PM","","Closed (Completed)"
"Task","27365","Import MAX usage metrics into SF","","Medium","Juliana Kennedy","dbo","012 : Database Operations","08/26/13 08:02 PM","012:Database Operations","Devaraj Sundaram","","","0","Juliana Kennedy","0","0","10/03/13 06:33 PM","10/03/13 06:33 PM","","Closed (Completed)"
"Task","27366","Dealer.com feed: Review listing loader, many row-level rejections","","Medium","Bill Hummel","","012 : Database Operations","08/26/13 08:10 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","0","0","09/03/14 06:43 PM","09/03/14 06:43 PM","","Closed (Completed)"
"Task","27383","Productionize load of HDTN data","","Medium","V-DataOps","dbo","012 : Database Operations","08/27/13 07:39 PM","012:Database Operations","Jen Domonkos","","","0","Bill Hummel","0","0","09/09/13 08:32 PM","09/09/13 08:32 PM","","Closed (Completed)"
"Task","27412","GetAuto Feed Format Change","","Medium","Bill Hummel","dbo","012 : Database Operations","08/29/13 08:31 PM","012:Database Operations","Paco Lebron","","","0","Bill Hummel","8","8","06/16/15 06:32 PM","06/16/15 06:32 PM","","Closed (Completed)"
"Task","27430","Report the grade for photo usage metric","","Medium","Michelle Clay","dbo","012 : Database Operations","08/30/13 09:29 PM","012:Database Operations","Devaraj Sundaram","","","0","Michelle Clay","0","0","04/09/14 03:26 PM","04/09/14 03:26 PM","","Closed (Completed)"
"Task","27433","Test CarSoup market listings","","Medium","Jen Domonkos","dbo","012 : Database Operations","09/03/13 01:10 PM","012:Database Operations","Jen Domonkos","","","0","Jen Domonkos","5","5","08/01/14 08:54 PM","08/01/14 08:54 PM","","Closed (Completed)"
"Task","27458","Export-Flatfile: AULTec-Master -- morning runs block IMT.dbo.Inventory updates","","Medium","V-DataOps","dbo","012 : Database Operations","09/04/13 04:41 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","2","2","12/05/13 11:01 PM","12/05/13 11:01 PM","","Closed (Completed)"
